Property_ID,City,Area_Locality,Property_Type,BHK,Size_sqft,Bathroom_Count,Furnishing_Status,Floor_Number,Total_Floors,Parking_Available,Distance_to_Metro_km,Property_Age_Years,Monthly_Rent
P03665,Bangalore,Electronic City,Villa,1,2335.0,2.0,Unfurnished,4,22,Yes,7.83,5,57197
P03666,Chennai,Velachery,Apartment,3,2048.0,4.0,Semi-Furnished,4,16,Yes,8.28,6,57846
P03667,Hyderabad,Kukatpally,Apartment,4,1166.0,4.0,Unfurnished,3,12,Yes,2.06,5,41782
P03668,Pune,Kharadi,Apartment,2,1275.0,2.0,Unfurnished,15,19,No,8.66,5,28750
P03669,Pune,Baner,Villa,2,498.0,3.0,Semi-Furnished,5,7,No,6.02,15,16780
P03670,Bangalore,Marathahalli,Villa,5,2315.0,1.0,Unfurnished,19,22,Yes,3.56,10,67857
P03671,Chennai,OMR,Apartment,1,2803.0,2.0,Semi-Furnished,17,25,No,6.16,19,64174
P03672,Mumbai,Powai,Villa,2,2451.0,1.0,Semi-Furnished,18,21,No,1.66,16,78374
P03673,Pune,Hinjewadi,Independent House,1,972.0,1.0,Furnished,7,18,Yes,1.2,20,28807
P03674,Chennai,T Nagar,Apartment,1,570.0,2.0,Semi-Furnished,6,18,Yes,1.95,8,22749
P03675,Delhi,Saket,Villa,3,874.0,2.0,Furnished,4,9,Yes,2.44,5,35715
P03676,Delhi,Karol Bagh,Apartment,5,1767.0,6.0,Semi-Furnished,1,25,No,2.23,3,60320
P03677,Mumbai,Andheri,Villa,3,2751.0,4.0,Unfurnished,6,22,Yes,1.41,3,88040
P03678,Pune,Wakad,Apartment,4,671.0,5.0,Furnished,19,24,Yes,4.57,11,30885
P03679,Delhi,Rohini,Apartment,4,2675.0,3.0,Semi-Furnished,19,24,Yes,5.5,6,76234
P03680,Pune,Baner,Villa,4,1397.0,5.0,Furnished,3,11,Yes,4.56,8,51239
P03681,Hyderabad,Kukatpally,Apartment,3,1950.0,3.0,Semi-Furnished,0,15,No,8.85,0,50374
P03682,Hyderabad,Gachibowli,Independent House,3,2529.0,2.0,Furnished,8,12,Yes,7.83,0,72718
P03683,Delhi,Rohini,Villa,2,2569.0,2.0,Furnished,4,22,No,5.02,18,69947
P03684,Chennai,OMR,Villa,4,1900.0,2.0,Semi-Furnished,2,14,No,7.75,3,52352
P03685,Chennai,T Nagar,Villa,1,2277.0,1.0,Semi-Furnished,13,20,No,0.8,12,56360
P03686,Chennai,Velachery,Apartment,5,732.0,6.0,Semi-Furnished,2,6,No,3.5,7,31678
P03687,Delhi,Rohini,Independent House,2,917.0,1.0,Semi-Furnished,1,9,No,5.03,2,31865
P03688,Bangalore,Electronic City,Independent House,5,1315.0,1.0,Semi-Furnished,3,21,Yes,8.82,0,44946
P03689,Hyderabad,Gachibowli,Apartment,4,1039.0,1.0,Semi-Furnished,5,14,No,9.74,9,29047
P03690,Hyderabad,Kukatpally,Villa,3,2408.0,2.0,Furnished,11,24,No,0.79,13,68012
P03691,Chennai,Velachery,Independent House,2,2025.0,2.0,Unfurnished,20,21,Yes,0.44,14,51445
P03692,Pune,Hinjewadi,Villa,3,2402.0,1.0,Furnished,10,22,No,0.31,17,63690
P03693,Delhi,Karol Bagh,Villa,3,1587.0,3.0,Semi-Furnished,10,22,No,9.99,17,41110
P03694,Pune,Kharadi,Independent House,3,1209.0,1.0,Semi-Furnished,8,10,No,9.06,11,34685
P03695,Pune,Baner,Independent House,4,1599.0,1.0,Unfurnished,5,7,Yes,7.35,20,41483
P03696,Hyderabad,Gachibowli,Apartment,1,743.0,1.0,Semi-Furnished,20,21,No,8.76,11,21525
P03697,Delhi,Dwarka,Independent House,4,528.0,5.0,,8,17,No,3.72,16,30126
P03698,Bangalore,Whitefield,Apartment,1,1653.0,1.0,Furnished,9,23,No,8.52,8,48193
P03699,Mumbai,Borivali,Villa,2,1661.0,3.0,Unfurnished,14,20,Yes,3.74,0,59221
P03700,Delhi,Rohini,Independent House,4,2190.0,2.0,Semi-Furnished,14,21,Yes,1.01,6,68287
P03701,Bangalore,Indiranagar,Villa,3,774.0,1.0,Unfurnished,3,9,Yes,7.97,12,25377
P03702,Chennai,OMR,Apartment,5,931.0,3.0,Unfurnished,10,20,Yes,3.22,3,35319
P03703,Bangalore,Indiranagar,Apartment,4,1501.0,1.0,Unfurnished,13,24,No,4.91,15,46142
P03704,Pune,Kharadi,Apartment,1,613.0,1.0,Furnished,7,11,No,4.14,1,21643
P03705,Hyderabad,Madhapur,Independent House,1,2142.0,2.0,Semi-Furnished,8,21,No,2.97,20,54330
P03706,Delhi,Rohini,Independent House,3,794.0,2.0,Furnished,16,18,Yes,8.59,7,32960
P03707,Pune,Wakad,Independent House,3,2469.0,2.0,Unfurnished,14,20,Yes,7.23,8,60330
P03708,Delhi,Saket,Apartment,1,2802.0,2.0,Semi-Furnished,10,24,No,8.99,7,69891
P03709,Chennai,OMR,Villa,5,2474.0,5.0,Furnished,20,24,Yes,4.89,20,75666
P03710,Mumbai,Borivali,Independent House,5,2375.0,2.0,Semi-Furnished,16,17,No,2.63,4,81492
P03711,Bangalore,Whitefield,Villa,4,952.0,4.0,Furnished,17,25,No,4.53,14,40822
P03712,Mumbai,Borivali,Apartment,5,784.0,5.0,Furnished,19,21,No,1.8,8,50171
P03713,Hyderabad,Gachibowli,Apartment,4,2232.0,5.0,Semi-Furnished,0,17,No,4.32,14,63085
P03714,Delhi,Dwarka,Apartment,3,2236.0,2.0,Unfurnished,18,24,No,4.95,9,57827
P03715,Mumbai,Borivali,Independent House,1,1562.0,1.0,Semi-Furnished,14,22,Yes,1.52,11,53745
P03716,Pune,Hinjewadi,Independent House,3,1605.0,3.0,Unfurnished,9,11,No,4.69,10,40643
P03717,Hyderabad,Kukatpally,Villa,2,2459.0,2.0,Semi-Furnished,17,22,No,3.5,10,66235
P03718,Pune,Kharadi,Independent House,4,1312.0,2.0,Semi-Furnished,8,14,Yes,7.14,10,37139
P03719,Delhi,Saket,Apartment,1,2290.0,1.0,Semi-Furnished,15,18,Yes,4.85,18,57865
P03720,Pune,Kharadi,Apartment,5,2830.0,3.0,Furnished,20,24,No,0.42,13,81817
P03721,Delhi,Dwarka,Villa,2,2353.0,2.0,Unfurnished,9,18,Yes,6.49,19,57365
P03722,Chennai,OMR,Apartment,1,2424.0,2.0,Furnished,13,19,Yes,4.89,14,65805
P03723,Delhi,Saket,Apartment,3,2461.0,1.0,Semi-Furnished,9,12,Yes,4.02,13,68756
P03724,Hyderabad,Hitech City,Villa,4,1161.0,3.0,,5,17,Yes,1.17,19,35366
P03725,Hyderabad,Kukatpally,Villa,4,2621.0,1.0,Semi-Furnished,19,24,Yes,2.24,15,73593
P03726,Bangalore,Whitefield,Villa,1,1255.0,1.0,Unfurnished,9,10,Yes,2.24,15,35108
P03727,Chennai,T Nagar,Independent House,5,1169.0,3.0,Unfurnished,9,13,Yes,1.08,12,43067
P03728,Delhi,Saket,Villa,5,932.0,1.0,Unfurnished,5,24,No,4.32,8,30478
P03729,Chennai,Velachery,Apartment,5,1087.0,5.0,Semi-Furnished,19,20,No,4.46,11,41869
P03730,Hyderabad,Hitech City,Apartment,2,562.0,1.0,Furnished,18,25,Yes,9.93,19,19641
P03731,Mumbai,Borivali,Villa,5,1489.0,2.0,Furnished,18,21,Yes,5.66,6,67205
P03732,Mumbai,Powai,Villa,3,1101.0,3.0,Semi-Furnished,7,23,No,2.56,20,49562
P03733,Pune,Baner,Apartment,2,489.0,3.0,Furnished,14,22,Yes,6.9,2,24431
P03734,Delhi,Rohini,Apartment,4,1098.0,3.0,Furnished,10,16,Yes,1.75,14,46955
P03735,Delhi,Rohini,Independent House,3,2543.0,2.0,Unfurnished,14,17,No,9.55,14,64213
P03736,Mumbai,Bandra,Villa,5,2606.0,5.0,Semi-Furnished,19,20,Yes,8.58,13,86039
P03737,Chennai,Anna Nagar,Independent House,3,2489.0,4.0,Unfurnished,2,4,No,0.38,12,68626
P03738,Chennai,Anna Nagar,Villa,4,1734.0,2.0,Unfurnished,9,13,No,4.96,2,50517
P03739,Delhi,Dwarka,Apartment,1,1620.0,1.0,Semi-Furnished,2,25,Yes,4.71,3,47881
P03740,Bangalore,Electronic City,Villa,3,1471.0,2.0,Semi-Furnished,1,7,No,3.77,16,43047
P03741,Hyderabad,Kukatpally,Apartment,3,1751.0,1.0,Furnished,18,20,No,2.25,2,56419
P03742,Bangalore,Whitefield,Apartment,3,2543.0,3.0,Semi-Furnished,12,20,Yes,9.55,2,68771
P03743,Mumbai,Andheri,Villa,1,718.0,2.0,Semi-Furnished,18,20,Yes,9.07,14,33424
P03744,Mumbai,Andheri,Independent House,2,477.0,,Furnished,14,18,No,2.29,19,35025
P03745,Pune,Hinjewadi,Apartment,1,850.0,2.0,Unfurnished,5,19,Yes,0.95,17,26173
P03746,Chennai,T Nagar,Villa,3,513.0,1.0,Semi-Furnished,2,9,No,3.48,18,20076
P03747,Mumbai,Andheri,Apartment,3,798.0,3.0,Furnished,10,19,Yes,8.38,15,40692
P03748,Bangalore,Whitefield,Apartment,3,1838.0,1.0,Furnished,10,22,Yes,9.24,3,57377
P03749,Hyderabad,Kukatpally,Apartment,2,2423.0,,Unfurnished,6,15,No,9.97,19,54385
P03750,Mumbai,Andheri,Independent House,3,2507.0,3.0,Semi-Furnished,4,15,No,3.63,8,78839
P03751,Chennai,OMR,Independent House,3,683.0,4.0,Unfurnished,8,25,No,7.62,15,20637
P03752,Hyderabad,Hitech City,Villa,5,1102.0,4.0,Semi-Furnished,3,7,No,5.71,3,40726
P03753,Bangalore,Marathahalli,Villa,1,759.0,2.0,Unfurnished,10,16,No,0.61,5,27290
P03754,Mumbai,Borivali,Independent House,1,1525.0,2.0,Unfurnished,9,12,No,9.08,8,45933
P03755,Delhi,Saket,Apartment,4,2472.0,1.0,Unfurnished,17,18,No,8.51,2,63282
P03756,Bangalore,Electronic City,Independent House,5,2150.0,2.0,Semi-Furnished,16,21,No,0.62,4,67064
P03757,Bangalore,Indiranagar,Villa,5,2518.0,1.0,Semi-Furnished,4,5,No,9.76,17,64535
P03758,Mumbai,Andheri,Apartment,4,2640.0,1.0,Semi-Furnished,7,21,No,5.85,4,85159
P03759,Chennai,Anna Nagar,Independent House,4,879.0,1.0,Semi-Furnished,8,12,No,7.88,10,25325
P03760,Bangalore,Indiranagar,Independent House,1,779.0,2.0,Semi-Furnished,3,21,Yes,0.25,14,31431
P03761,Delhi,Saket,Apartment,5,1613.0,3.0,Semi-Furnished,14,21,Yes,5.39,13,53800
P03762,Mumbai,Andheri,Independent House,4,2449.0,2.0,Unfurnished,2,22,Yes,8.02,5,77797
P03763,Chennai,OMR,Villa,1,1510.0,1.0,Furnished,20,25,Yes,1.29,5,46887
P03764,Chennai,OMR,Villa,4,2640.0,,Furnished,13,21,No,7.89,1,73562
P03765,Pune,Hinjewadi,Apartment,1,1864.0,2.0,Semi-Furnished,14,25,No,5.99,17,46073
P03766,Bangalore,Whitefield,Apartment,2,1851.0,2.0,Furnished,1,19,Yes,4.27,0,60428
P03767,Delhi,Dwarka,Apartment,3,2460.0,1.0,Furnished,12,23,Yes,7.23,20,66882
P03768,Pune,Wakad,Independent House,1,1377.0,2.0,Semi-Furnished,19,22,Yes,3.32,12,38665
P03769,Mumbai,Andheri,Independent House,4,1071.0,5.0,Semi-Furnished,11,20,No,9.25,6,49329
P03770,Bangalore,Electronic City,Independent House,2,1988.0,3.0,Semi-Furnished,6,11,Yes,6.26,5,57239
P03771,Hyderabad,Madhapur,Apartment,5,530.0,4.0,Unfurnished,8,9,No,5.68,14,21721
P03772,Pune,Kharadi,Apartment,5,1269.0,6.0,Semi-Furnished,3,5,Yes,6.47,13,44462
P03773,Hyderabad,Madhapur,Villa,3,,2.0,Furnished,0,9,No,0.81,10,49790
P03774,Pune,Kharadi,Apartment,5,2945.0,6.0,Unfurnished,15,16,No,2.9,7,80897
P03775,Hyderabad,Hitech City,Independent House,3,2364.0,1.0,Unfurnished,10,22,Yes,0.77,15,58727
P03776,Chennai,Anna Nagar,Villa,5,2813.0,1.0,Furnished,14,21,No,3.81,6,75764
P03777,Pune,Hinjewadi,Independent House,1,934.0,2.0,Semi-Furnished,10,15,No,2.26,17,27780
P03778,Bangalore,Marathahalli,Apartment,4,1709.0,1.0,Semi-Furnished,5,22,Yes,5.11,0,55516
P03779,Chennai,OMR,Independent House,2,1202.0,1.0,Semi-Furnished,4,22,No,0.92,11,33325
P03780,Bangalore,Electronic City,Independent House,2,1485.0,2.0,Furnished,2,17,No,6.79,11,42786
P03781,Pune,Baner,Apartment,2,2999.0,3.0,Unfurnished,3,20,No,1.06,0,75528
P03782,Pune,Hinjewadi,Independent House,1,970.0,1.0,Unfurnished,0,16,No,6.39,1,22957
P03783,Pune,Baner,Apartment,3,2202.0,2.0,Furnished,4,20,No,7.06,4,60469
P03784,Delhi,Saket,Independent House,2,2542.0,2.0,Unfurnished,6,8,Yes,6.81,5,63165
P03785,Delhi,Dwarka,Independent House,1,1953.0,2.0,Furnished,13,14,No,0.99,9,55310
P03786,Chennai,Anna Nagar,Apartment,5,1666.0,5.0,Furnished,4,25,No,5.44,2,58404
P03787,Chennai,Anna Nagar,Independent House,5,1626.0,2.0,Semi-Furnished,9,16,No,3.63,6,48320
P03788,Pune,Baner,Villa,3,2891.0,3.0,Semi-Furnished,13,22,Yes,3.81,17,76446
P03789,Hyderabad,Hitech City,Independent House,4,1403.0,1.0,Unfurnished,14,24,No,8.8,7,35950
P03790,Pune,Hinjewadi,Apartment,2,482.0,2.0,Furnished,6,14,Yes,6.98,16,22259
P03791,Chennai,Velachery,Villa,5,2033.0,1.0,Furnished,10,11,Yes,5.06,8,58944
P03792,Bangalore,Marathahalli,Apartment,5,2233.0,4.0,Semi-Furnished,16,21,No,0.59,15,71985
P03793,Chennai,Anna Nagar,Apartment,2,2350.0,2.0,Semi-Furnished,16,23,No,2.18,16,57540
P03794,Hyderabad,Gachibowli,Independent House,2,2620.0,1.0,Unfurnished,16,19,Yes,2.06,1,68743
P03795,Mumbai,Andheri,Apartment,5,2828.0,5.0,Furnished,9,24,No,0.69,14,96711
P03796,Bangalore,Indiranagar,Apartment,1,463.0,2.0,Furnished,12,20,Yes,5.15,20,19895
P03797,Mumbai,Borivali,Apartment,1,1999.0,2.0,Unfurnished,16,18,Yes,4.97,1,63219
P03798,Pune,Wakad,Independent House,2,2679.0,3.0,Semi-Furnished,12,18,Yes,4.34,2,73108
P03799,Mumbai,Bandra,Apartment,3,,4.0,Unfurnished,14,15,Yes,1.41,17,41019
P03800,Delhi,Rohini,Independent House,5,467.0,5.0,Unfurnished,11,23,No,2.72,16,26861
P03801,Delhi,Dwarka,Independent House,5,1460.0,2.0,Semi-Furnished,13,19,No,9.2,14,46617
P03802,Chennai,Anna Nagar,Apartment,2,859.0,1.0,Furnished,16,17,No,7.09,13,26387
P03803,Bangalore,Marathahalli,Villa,5,2817.0,4.0,Unfurnished,9,17,Yes,5.41,17,74567
P03804,Pune,Wakad,Independent House,5,1158.0,6.0,Semi-Furnished,7,22,Yes,1.44,16,45881
P03805,Mumbai,Andheri,Independent House,1,1816.0,2.0,Semi-Furnished,17,19,Yes,6.39,14,58018
P03806,Pune,Hinjewadi,Independent House,2,939.0,2.0,Unfurnished,10,17,Yes,2.85,19,28218
P03807,Hyderabad,Madhapur,Apartment,2,905.0,2.0,Unfurnished,5,20,Yes,7.28,1,26780
P03808,Pune,Kharadi,Independent House,4,1002.0,1.0,Unfurnished,9,10,No,5.3,12,27612
P03809,Bangalore,Whitefield,Independent House,4,2289.0,3.0,Semi-Furnished,12,15,Yes,6.08,15,67292
P03810,Pune,Baner,Independent House,3,962.0,3.0,Semi-Furnished,9,14,No,3.47,13,31960
P03811,Mumbai,Bandra,Villa,2,2795.0,3.0,Furnished,14,17,Yes,9.83,13,85428
P03812,Delhi,Saket,Apartment,4,546.0,1.0,Semi-Furnished,8,12,Yes,5.26,14,28548
P03813,Chennai,Anna Nagar,Villa,5,2602.0,2.0,Furnished,19,21,Yes,8.38,19,72475
P03814,Mumbai,Bandra,Apartment,3,1485.0,4.0,Unfurnished,16,23,Yes,5.72,13,52823
P03815,Bangalore,Electronic City,Independent House,4,1977.0,4.0,Semi-Furnished,20,25,Yes,5.68,9,60126
P03816,Mumbai,Andheri,Villa,3,2824.0,2.0,Semi-Furnished,4,20,Yes,6.34,0,90011
P03817,Mumbai,Andheri,Apartment,1,1058.0,2.0,Semi-Furnished,9,22,Yes,5.94,13,40793
P03818,Hyderabad,Hitech City,Villa,1,476.0,1.0,Unfurnished,3,17,No,3.69,18,12179
P03819,Hyderabad,Madhapur,Independent House,2,608.0,1.0,Furnished,15,24,No,8.57,4,24946
P03820,Pune,Kharadi,Villa,3,1090.0,1.0,Unfurnished,10,13,Yes,3.53,17,32099
P03821,Delhi,Karol Bagh,Villa,2,681.0,2.0,Furnished,5,9,No,9.92,11,25229
P03822,Delhi,Dwarka,Apartment,4,692.0,5.0,Unfurnished,12,25,Yes,8.67,15,24851
P03823,Chennai,OMR,Apartment,2,1914.0,1.0,Furnished,13,18,Yes,1.65,14,55459
P03824,Hyderabad,Gachibowli,Independent House,5,1705.0,6.0,Semi-Furnished,10,13,No,6.8,11,51008
P03825,Hyderabad,Gachibowli,Independent House,4,2458.0,3.0,Furnished,2,16,Yes,1.74,11,76108
P03826,Delhi,Saket,Apartment,5,2651.0,6.0,Semi-Furnished,10,16,No,9.25,18,72003
P03827,Bangalore,Marathahalli,Villa,1,1860.0,2.0,Furnished,16,19,Yes,0.69,3,59302
P03828,Hyderabad,Gachibowli,Apartment,2,998.0,3.0,Semi-Furnished,14,19,No,6.51,9,29265
P03829,Chennai,T Nagar,Villa,3,1863.0,4.0,Unfurnished,13,21,No,8.81,1,47995
P03830,Mumbai,Borivali,Apartment,3,2061.0,3.0,Unfurnished,15,18,Yes,6.68,9,64821
P03831,Delhi,Dwarka,Independent House,4,755.0,1.0,Furnished,19,24,No,5.68,9,30821
P03832,Delhi,Rohini,Villa,5,1464.0,1.0,Semi-Furnished,20,23,Yes,1.39,16,47861
P03833,Mumbai,Powai,Villa,3,2925.0,4.0,Furnished,5,15,Yes,0.22,20,95086
P03834,Mumbai,Andheri,Independent House,5,1519.0,2.0,Semi-Furnished,11,18,No,9.62,20,53572
P03835,Chennai,OMR,Apartment,3,1577.0,1.0,Unfurnished,14,15,Yes,4.26,20,39398
P03836,Bangalore,Electronic City,Villa,3,2949.0,3.0,Furnished,10,25,No,5.49,20,79016
P03837,Hyderabad,Hitech City,Villa,4,1307.0,1.0,Furnished,16,19,Yes,6.44,2,43302
P03838,Mumbai,Powai,Villa,2,837.0,3.0,Unfurnished,2,13,No,2.77,15,39748
P03839,Delhi,Rohini,Independent House,4,662.0,4.0,Furnished,11,25,Yes,4.55,19,33525
P03840,Pune,Hinjewadi,Villa,4,983.0,4.0,Unfurnished,6,12,No,4.17,8,35122
P03841,Pune,Wakad,Apartment,4,1820.0,,Furnished,0,25,No,6.14,1,55760
P03842,Pune,Kharadi,Apartment,4,2552.0,5.0,Unfurnished,20,22,No,6.12,16,66071
P03843,Mumbai,Powai,Apartment,2,2990.0,3.0,Unfurnished,13,17,No,5.74,3,87062
P03844,Hyderabad,Madhapur,Independent House,3,,2.0,Unfurnished,11,19,Yes,5.37,12,25831
P03845,Pune,Hinjewadi,Apartment,4,1891.0,1.0,Semi-Furnished,19,25,No,1.83,9,54548
P03846,Delhi,Karol Bagh,Apartment,3,1807.0,2.0,Furnished,6,9,No,5.83,7,52487
P03847,Pune,Wakad,Villa,3,2477.0,3.0,Semi-Furnished,2,22,No,7.54,14,62281
P03848,Hyderabad,Hitech City,Apartment,1,533.0,1.0,Furnished,5,21,No,3.22,19,21525
P03849,Hyderabad,Kukatpally,Apartment,1,1887.0,1.0,Unfurnished,4,15,Yes,5.22,20,41158
P03850,Pune,Kharadi,Apartment,1,2965.0,1.0,Semi-Furnished,6,22,No,9.87,6,65831
P03851,Pune,Kharadi,Villa,5,1137.0,6.0,Semi-Furnished,9,22,Yes,1.95,16,46306
P03852,Delhi,Karol Bagh,Independent House,2,813.0,1.0,Unfurnished,11,14,No,7.64,6,24755
P03853,Mumbai,Bandra,Villa,1,2270.0,2.0,Semi-Furnished,19,21,Yes,3.24,20,69789
P03854,Hyderabad,Madhapur,Apartment,5,2762.0,4.0,Unfurnished,8,19,No,1.92,8,78157
P03855,Chennai,OMR,Apartment,5,1027.0,4.0,Semi-Furnished,2,14,No,8.57,7,38316
P03856,Pune,Kharadi,Villa,3,472.0,4.0,Furnished,10,21,Yes,8.98,4,24190
P03857,Bangalore,Whitefield,Apartment,2,817.0,3.0,Unfurnished,13,21,Yes,9.97,15,24502
P03858,Delhi,Dwarka,Independent House,3,1978.0,4.0,Semi-Furnished,2,22,No,8.1,14,57353
P03859,Mumbai,Andheri,Apartment,3,673.0,3.0,Furnished,8,9,Yes,0.21,5,47581
P03860,Pune,Baner,Independent House,4,2000.0,3.0,Semi-Furnished,11,18,No,3.75,14,54519
P03861,Pune,Wakad,Villa,4,2414.0,3.0,Furnished,1,12,Yes,4.45,10,71847
P03862,Bangalore,Electronic City,Apartment,2,673.0,3.0,Semi-Furnished,13,25,Yes,1.35,15,32241
P03863,Bangalore,Indiranagar,Apartment,4,1819.0,2.0,Semi-Furnished,7,8,No,2.2,9,55318
P03864,Delhi,Dwarka,Independent House,5,737.0,6.0,Semi-Furnished,4,23,Yes,0.81,18,40666
P03865,Mumbai,Andheri,Independent House,1,2411.0,1.0,Furnished,13,20,Yes,4.09,1,77207
P03866,Mumbai,Borivali,Apartment,3,2810.0,1.0,Semi-Furnished,3,7,No,6.64,18,83805
P03867,Pune,Kharadi,Independent House,5,2214.0,6.0,Furnished,3,23,No,4.24,1,71822
P03868,Delhi,Karol Bagh,Villa,1,2700.0,2.0,Semi-Furnished,19,23,Yes,8.66,4,70107
P03869,Delhi,Rohini,Apartment,5,2457.0,5.0,Unfurnished,9,25,No,8.53,17,67114
P03870,Delhi,Rohini,Independent House,2,2314.0,2.0,Unfurnished,12,21,No,5.47,13,55861
P03871,Mumbai,Powai,Villa,2,1409.0,1.0,Furnished,18,24,No,0.84,10,56260
P03872,Mumbai,Powai,Villa,3,515.0,1.0,Furnished,6,19,No,8.61,2,33210
P03873,Hyderabad,Kukatpally,Independent House,5,720.0,3.0,Furnished,17,20,Yes,9.48,12,31245
P03874,Delhi,Dwarka,Villa,2,2290.0,1.0,Semi-Furnished,10,11,No,6.77,5,62017
P03875,Chennai,Velachery,Independent House,5,2122.0,6.0,Furnished,15,24,Yes,8.0,3,69698
P03876,Delhi,Dwarka,Independent House,1,2549.0,1.0,Unfurnished,7,20,Yes,0.46,14,66326
P03877,Bangalore,Marathahalli,Independent House,3,1602.0,3.0,Furnished,11,22,Yes,3.42,19,52025
P03878,Delhi,Saket,Apartment,4,2742.0,5.0,Furnished,20,21,Yes,4.45,17,82457
P03879,Bangalore,Whitefield,Villa,5,2194.0,6.0,Furnished,20,24,Yes,8.95,9,70255
P03880,Bangalore,Indiranagar,Villa,4,2042.0,1.0,Furnished,15,23,Yes,8.39,8,59966
P03881,Bangalore,Indiranagar,Independent House,1,2731.0,1.0,Semi-Furnished,16,22,Yes,2.95,0,72452
P03882,Delhi,Karol Bagh,Independent House,5,1770.0,6.0,Semi-Furnished,5,15,Yes,0.53,1,62931
P03883,Bangalore,Marathahalli,Apartment,5,2144.0,1.0,Semi-Furnished,11,21,No,1.95,4,68701
P03884,Hyderabad,Madhapur,Villa,4,2167.0,3.0,Unfurnished,3,23,No,5.98,11,57852
P03885,Chennai,T Nagar,Independent House,1,2903.0,,Furnished,0,5,No,2.48,8,76115
P03886,Chennai,T Nagar,Independent House,4,2389.0,1.0,Unfurnished,10,20,No,8.53,5,59175
P03887,Delhi,Rohini,Apartment,5,1926.0,6.0,Semi-Furnished,8,15,No,2.71,5,61858
P03888,Chennai,Velachery,Apartment,1,1733.0,2.0,Semi-Furnished,12,22,No,7.83,11,39996
P03889,Chennai,OMR,Independent House,2,1093.0,1.0,Semi-Furnished,11,12,Yes,6.18,7,30230
P03890,Mumbai,Powai,Apartment,3,1062.0,2.0,Furnished,8,16,No,7.05,3,48116
P03891,Delhi,Saket,Villa,4,,4.0,Semi-Furnished,13,16,Yes,5.01,7,79643
P03892,Bangalore,Whitefield,Independent House,3,1784.0,3.0,Unfurnished,16,17,No,7.86,5,51361
P03893,Hyderabad,Hitech City,Independent House,5,1102.0,5.0,Semi-Furnished,5,17,No,5.31,5,43115
P03894,Chennai,Anna Nagar,Apartment,4,1094.0,3.0,Unfurnished,14,18,No,0.39,1,38042
P03895,Hyderabad,Gachibowli,Villa,2,2162.0,1.0,Furnished,2,16,No,3.86,0,58075
P03896,Bangalore,Marathahalli,Apartment,2,2290.0,3.0,Furnished,6,16,Yes,8.33,9,65780
P03897,Mumbai,Powai,Independent House,5,2536.0,6.0,Unfurnished,13,17,No,1.08,14,86804
P03898,Delhi,Karol Bagh,Apartment,5,577.0,6.0,Semi-Furnished,7,24,Yes,5.49,18,33296
P03899,Pune,Hinjewadi,Apartment,2,1363.0,3.0,Unfurnished,12,25,No,4.64,11,33889
P03900,Pune,Kharadi,Independent House,3,1630.0,3.0,Furnished,5,16,No,1.72,5,50196
P03901,Bangalore,Electronic City,Independent House,4,1500.0,3.0,Furnished,18,23,No,1.4,16,50575
P03902,Mumbai,Andheri,Villa,4,631.0,4.0,Unfurnished,18,25,Yes,6.13,8,38541
P03903,Bangalore,Whitefield,Independent House,5,1267.0,5.0,Unfurnished,4,24,Yes,0.89,4,51344
P03904,Delhi,Karol Bagh,Apartment,3,1209.0,4.0,Unfurnished,11,23,No,7.99,3,34332
P03905,Chennai,Anna Nagar,Villa,2,501.0,2.0,Semi-Furnished,19,22,No,9.15,10,18306
P03906,Bangalore,Indiranagar,Villa,3,750.0,2.0,Furnished,10,13,Yes,6.84,17,32908
P03907,Delhi,Karol Bagh,Apartment,5,730.0,1.0,Furnished,14,16,No,6.04,5,32807
P03908,Pune,Kharadi,Apartment,2,2145.0,3.0,Furnished,16,22,No,2.76,8,58971
P03909,Mumbai,Bandra,Apartment,2,1161.0,2.0,Unfurnished,15,23,No,2.28,17,43232
P03910,Bangalore,Whitefield,Villa,5,674.0,3.0,Furnished,16,21,Yes,0.66,18,39200
P03911,Delhi,Karol Bagh,Independent House,4,2549.0,3.0,Furnished,3,21,Yes,5.65,1,74163
P03912,Delhi,Karol Bagh,Independent House,4,1130.0,5.0,Furnished,7,11,Yes,1.76,12,47678
P03913,Delhi,Karol Bagh,Independent House,4,480.0,2.0,Furnished,4,11,Yes,1.5,15,31708
P03914,Bangalore,Indiranagar,Apartment,3,1177.0,2.0,Furnished,15,21,Yes,8.75,17,39446
P03915,Delhi,Rohini,Apartment,4,1345.0,1.0,Semi-Furnished,3,16,No,1.48,14,42579
P03916,Mumbai,Andheri,Villa,5,871.0,1.0,Unfurnished,11,15,Yes,9.36,0,40046
P03917,Mumbai,Bandra,Independent House,1,1373.0,2.0,Unfurnished,5,10,Yes,5.52,0,47333
P03918,Chennai,Anna Nagar,Apartment,2,572.0,3.0,Unfurnished,17,19,No,0.25,8,21960
P03919,Delhi,Karol Bagh,Apartment,2,2100.0,1.0,Semi-Furnished,15,18,No,1.74,20,55281
P03920,Hyderabad,Hitech City,Villa,5,2708.0,1.0,Semi-Furnished,6,18,Yes,2.56,6,76200
P03921,Bangalore,Whitefield,Independent House,2,2175.0,1.0,Semi-Furnished,2,4,No,8.46,18,53840
P03922,Mumbai,Andheri,Independent House,2,595.0,2.0,Unfurnished,2,13,Yes,2.23,4,33060
